Date,Open,High,Low,Close,Adj Close,Volume
2016-10-04,61.340000,61.750000,59.380001,59.509998,59.509998,130700
2016-10-05,59.959999,60.290001,59.520000,59.740002,59.740002,66200
2016-10-06,59.650002,61.380001,59.130001,61.150002,61.150002,111600
2016-10-07,61.060001,61.400002,59.160000,59.650002,59.650002,68900
2016-10-10,60.009998,60.660000,59.619999,60.560001,60.560001,72300
2016-10-11,60.389999,60.799999,59.200001,59.509998,59.509998,65700
2016-10-12,59.410000,59.410000,57.320000,57.540001,57.540001,186800
2016-10-13,56.950001,57.349998,56.000000,56.230000,56.230000,172900
2016-10-14,56.529999,57.389999,55.639999,55.720001,55.720001,148100
2016-10-17,55.720001,56.639999,55.450001,56.439999,56.439999,148900
2016-10-18,57.130001,57.810001,56.509998,57.200001,57.200001,54400
2016-10-19,57.459999,57.459999,56.349998,56.740002,56.740002,75900
2016-10-20,56.419998,56.950001,56.180000,56.230000,56.230000,89100
2016-10-21,55.669998,55.910000,55.279999,55.709999,55.709999,87200
2016-10-24,56.080002,57.110001,55.349998,55.759998,55.759998,134600
2016-10-25,55.410000,56.330002,54.590000,54.590000,54.590000,148900
2016-10-26,54.360001,55.169998,54.349998,54.650002,54.650002,168200
2016-10-27,54.980000,54.980000,51.980000,52.150002,52.150002,214900
2016-10-28,52.130001,55.639999,52.130001,53.480000,53.480000,171700
2016-10-31,53.970001,54.500000,52.700001,54.430000,54.430000,107000
2016-11-01,54.630001,55.369999,53.820000,54.939999,54.939999,119200
2016-11-02,54.959999,56.240002,54.349998,56.169998,56.169998,255400
2016-11-03,59.119999,65.320000,59.000000,64.019997,64.019997,624500
2016-11-04,64.989998,69.209999,64.190002,67.570000,67.570000,311300
2016-11-07,68.769997,69.949997,67.440002,69.250000,69.250000,266800
2016-11-08,69.050003,69.720001,67.010002,69.180000,69.180000,164500
2016-11-09,68.470001,72.169998,67.879997,71.839996,71.839996,151500
2016-11-10,70.620003,72.620003,69.730003,71.500000,71.500000,219000
2016-11-11,71.580002,72.889999,71.480003,72.800003,72.800003,243000
2016-11-14,72.889999,76.550003,72.860001,76.050003,76.050003,241500
2016-11-15,75.750000,75.860001,73.190002,73.660004,73.660004,166600
2016-11-16,71.029999,71.870003,67.599998,69.550003,69.550003,323800
2016-11-17,69.550003,72.610001,69.370003,71.120003,71.120003,286200
2016-11-18,71.449997,71.570000,69.889999,70.830002,70.830002,333400
2016-11-21,71.209999,72.309998,70.730003,71.660004,71.660004,100800
2016-11-22,71.379997,72.680000,71.339996,72.529999,72.529999,101800
2016-11-23,72.029999,73.430000,71.910004,73.199997,73.199997,138100
2016-11-25,73.199997,73.889999,73.059998,73.540001,73.540001,44200
2016-11-28,74.610001,74.959999,72.949997,74.779999,74.779999,188700
2016-11-29,74.940002,77.139999,74.190002,75.629997,75.629997,410400
2016-11-30,76.120003,76.779999,73.919998,74.320000,74.320000,128600
2016-12-01,74.790001,75.400002,72.349998,73.019997,73.019997,96800
2016-12-02,73.250000,74.760002,72.129997,72.720001,72.720001,88600
2016-12-05,73.629997,74.089996,73.250000,74.040001,74.040001,109000
2016-12-06,74.089996,74.680000,73.639999,74.589996,74.589996,125400
2016-12-07,74.430000,74.839996,73.529999,74.830002,74.830002,89800
2016-12-08,75.230003,76.889999,74.720001,76.860001,76.860001,88800
2016-12-09,77.000000,77.000000,75.760002,76.739998,76.739998,73000
2016-12-12,76.180000,76.709999,75.220001,76.279999,76.279999,59400
2016-12-13,76.599998,77.300003,75.139999,76.040001,76.040001,86300
2016-12-14,76.010002,77.129997,75.320000,75.589996,75.589996,90600
2016-12-15,75.660004,77.809998,75.599998,77.459999,77.459999,139100
2016-12-16,77.309998,78.349998,76.220001,76.790001,76.790001,470000
2016-12-19,77.440002,77.980003,75.889999,76.370003,76.370003,101500
2016-12-20,77.269997,77.930000,76.500000,77.250000,77.250000,153700
2016-12-21,76.940002,77.059998,76.120003,76.500000,76.500000,62300
2016-12-22,76.580002,76.580002,75.199997,75.389999,75.389999,46500
2016-12-23,75.660004,76.860001,74.239998,76.489998,76.489998,56400
2016-12-27,76.500000,77.629997,75.349998,77.230003,77.230003,48200
2016-12-28,77.440002,77.599998,75.510002,75.639999,75.639999,46400
2016-12-29,75.870003,77.559998,75.480003,77.120003,77.120003,76000
2016-12-30,77.139999,77.459999,75.769997,76.809998,76.809998,93100
2017-01-03,78.040001,78.360001,75.930000,76.989998,76.989998,127100
2017-01-04,77.720001,78.949997,77.190002,78.300003,78.300003,93500
2017-01-05,78.809998,79.059998,76.959999,77.599998,77.599998,81500
2017-01-06,78.209999,78.559998,77.400002,77.540001,77.540001,61300
2017-01-09,78.199997,78.739998,76.199997,77.790001,77.790001,129100
2017-01-10,78.550003,81.139999,76.849998,80.660004,80.660004,167700
2017-01-11,80.650002,80.699997,78.900002,80.430000,80.430000,110000
2017-01-12,80.000000,80.900002,78.720001,80.849998,80.849998,92300
2017-01-13,80.879997,82.000000,80.879997,81.709999,81.709999,74200
2017-01-17,81.250000,81.500000,78.000000,78.410004,78.410004,103300
2017-01-18,78.800003,80.440002,78.760002,79.230003,79.230003,100800
2017-01-19,79.559998,80.129997,78.300003,78.650002,78.650002,59200
2017-01-20,78.930000,78.930000,77.970001,78.269997,78.269997,49800
2017-01-23,78.089996,78.639999,77.720001,78.309998,78.309998,64500
2017-01-24,78.750000,79.860001,78.690002,79.550003,79.550003,68200
2017-01-25,80.000000,81.570000,79.230003,80.230003,80.230003,83800
2017-01-26,79.930000,80.940002,79.480003,80.599998,80.599998,71800
2017-01-27,80.610001,80.970001,79.360001,80.470001,80.470001,48200
2017-01-30,79.389999,79.989998,77.930000,78.709999,78.709999,63300
2017-01-31,78.389999,80.180000,77.860001,79.949997,79.949997,88600
2017-02-01,80.430000,81.750000,79.580002,80.620003,80.620003,102800
2017-02-02,80.620003,81.169998,79.370003,80.690002,80.690002,95900
2017-02-03,81.489998,82.320000,80.940002,82.239998,82.239998,84800
2017-02-06,81.669998,82.139999,80.070000,80.309998,80.309998,73600
2017-02-07,80.650002,81.110001,79.760002,79.980003,79.980003,59200
2017-02-08,79.820000,80.830002,78.790001,79.900002,79.900002,91100
2017-02-09,80.010002,80.959999,79.790001,79.910004,79.910004,74000
2017-02-10,80.540001,80.699997,79.629997,80.050003,80.050003,80900
2017-02-13,80.940002,81.540001,80.000000,80.500000,80.500000,78200
2017-02-14,80.070000,80.860001,79.800003,80.250000,80.250000,131400
2017-02-15,80.139999,81.900002,80.000000,81.099998,81.099998,138400
2017-02-16,81.099998,81.699997,79.620003,80.139999,80.139999,119100
2017-02-17,80.150002,80.150002,78.519997,78.800003,78.800003,180900
2017-02-21,83.000000,87.989998,81.110001,86.550003,86.550003,378200
2017-02-22,85.529999,90.449997,85.339996,89.889999,89.889999,343400
2017-02-23,89.199997,89.849998,85.330002,85.459999,85.459999,238500
2017-02-24,84.839996,85.589996,83.949997,84.300003,84.300003,143400
2017-02-27,84.440002,84.690002,82.820000,83.849998,83.849998,94100
2017-02-28,83.449997,83.940002,82.150002,82.510002,82.510002,119200
2017-03-01,83.800003,85.910004,83.360001,85.760002,85.760002,161600
2017-03-02,85.470001,85.470001,83.959999,84.150002,84.150002,91700
2017-03-03,83.739998,85.010002,82.870003,83.209999,83.209999,123400
2017-03-06,82.750000,83.529999,82.709999,83.129997,83.129997,133500
2017-03-07,83.040001,83.660004,82.550003,82.959999,82.959999,142000
2017-03-08,83.099998,83.809998,82.419998,82.820000,82.820000,79000
2017-03-09,83.199997,83.750000,82.400002,82.860001,82.860001,93300
2017-03-10,83.470001,83.470001,81.849998,82.269997,82.269997,83200
2017-03-13,82.269997,83.239998,81.680000,82.050003,82.050003,51800
2017-03-14,81.370003,81.870003,81.110001,81.290001,81.290001,40500
2017-03-15,81.559998,83.080002,81.059998,82.919998,82.919998,69000
2017-03-16,82.910004,83.570000,81.970001,83.540001,83.540001,82700
2017-03-17,83.500000,85.370003,82.480003,85.269997,85.269997,213400
2017-03-20,85.220001,85.300003,84.059998,84.660004,84.660004,95800
2017-03-21,84.959999,85.330002,82.169998,82.260002,82.260002,72000
2017-03-22,81.570000,83.129997,81.470001,82.919998,82.919998,73900
2017-03-23,82.839996,83.860001,82.279999,83.129997,83.129997,44000
2017-03-24,83.419998,84.650002,82.980003,83.480003,83.480003,71300
2017-03-27,82.220001,84.440002,81.720001,84.150002,84.150002,58200
2017-03-28,84.029999,87.510002,83.400002,87.260002,87.260002,129800
2017-03-29,87.000000,87.000000,84.820000,85.529999,85.529999,147400
2017-03-30,85.779999,86.070000,85.050003,85.940002,85.940002,126500
2017-03-31,86.459999,86.459999,85.139999,85.870003,85.870003,102100
2017-04-03,85.930000,86.010002,82.080002,83.089996,83.089996,97700
2017-04-04,83.129997,84.680000,82.070000,82.949997,82.949997,74000
2017-04-05,83.320000,83.690002,81.150002,81.599998,81.599998,86100
2017-04-06,81.650002,82.440002,80.349998,82.239998,82.239998,77100
2017-04-07,81.599998,82.879997,81.599998,82.260002,82.260002,108600
2017-04-10,81.870003,83.220001,80.889999,81.389999,81.389999,58600
2017-04-11,81.230003,84.360001,80.629997,84.360001,84.360001,296800
2017-04-12,84.660004,84.830002,82.470001,82.889999,82.889999,107200
2017-04-13,82.650002,83.209999,81.449997,81.639999,81.639999,55300
2017-04-17,81.540001,82.320000,81.120003,82.230003,82.230003,90400
2017-04-18,81.940002,82.260002,81.400002,81.989998,81.989998,113500
2017-04-19,81.989998,83.709999,81.959999,83.349998,83.349998,210400
2017-04-20,84.010002,85.720001,83.860001,85.220001,85.220001,247400
2017-04-21,85.540001,86.800003,85.300003,85.459999,85.459999,165300
2017-04-24,86.000000,87.629997,85.150002,87.129997,87.129997,130000
2017-04-25,87.900002,89.589996,87.680000,89.239998,89.239998,126200
2017-04-26,89.470001,92.790001,89.400002,92.470001,92.470001,339200
2017-04-27,95.000000,103.320000,94.400002,102.580002,102.580002,520900
2017-04-28,103.610001,106.199997,102.839996,102.940002,102.940002,254100
2017-05-01,103.769997,106.180000,102.019997,105.730003,105.730003,220400
2017-05-02,106.150002,106.220001,104.160004,105.419998,105.419998,190500
2017-05-03,105.089996,106.900002,102.169998,106.830002,106.830002,267900
2017-05-04,107.000000,109.199997,106.139999,108.750000,108.750000,264800
2017-05-05,108.860001,109.199997,105.860001,106.940002,106.940002,124500
2017-05-08,107.199997,107.199997,105.519997,106.099998,106.099998,68300
2017-05-09,106.529999,107.389999,105.269997,107.320000,107.320000,182300
2017-05-10,106.930000,108.529999,106.930000,108.300003,108.300003,85800
2017-05-11,108.129997,108.779999,107.500000,108.070000,108.070000,86700
2017-05-12,107.449997,107.449997,105.160004,106.779999,106.779999,94100
2017-05-15,106.730003,108.269997,106.680000,107.620003,107.620003,88500
2017-05-16,107.599998,108.699997,107.160004,108.589996,108.589996,66600
2017-05-17,108.589996,109.400002,106.650002,106.669998,106.669998,121600
2017-05-18,106.489998,108.019997,106.379997,106.410004,106.410004,80600
2017-05-19,107.320000,108.220001,105.599998,107.029999,107.029999,82700
2017-05-22,107.300003,107.300003,104.529999,106.930000,106.930000,73700
2017-05-23,106.959999,107.330002,105.449997,106.779999,106.779999,65600
2017-05-24,106.480003,108.589996,104.250000,106.550003,106.550003,92600
2017-05-25,106.400002,110.470001,106.400002,108.459999,108.459999,139700
