Date,Open,High,Low,Close,Adj Close,Volume
2016-10-04,69.660004,69.910004,69.099998,69.589996,61.006310,4089500
2016-10-05,69.849998,70.839996,69.010002,70.599998,61.891724,4789600
2016-10-06,70.440002,71.000000,70.029999,70.959999,62.207321,4061500
2016-10-07,71.000000,71.059998,70.449997,70.870003,62.128426,3673600
2016-10-10,71.080002,71.330002,69.900002,69.930000,61.304375,4893200
2016-10-11,69.930000,69.970001,68.059998,68.760002,60.278694,5204400
2016-10-12,68.830002,68.830002,67.989998,68.459999,60.015694,3563900
2016-10-13,67.910004,67.959999,67.059998,67.769997,59.410805,3897700
2016-10-14,68.269997,69.220001,68.209999,68.489998,60.041985,4329300
2016-10-17,68.500000,68.989998,68.370003,68.419998,59.980625,2620900
2016-10-18,69.860001,69.930000,69.169998,69.250000,60.708252,3590700
2016-10-19,68.889999,69.610001,68.599998,69.489998,60.918640,5530800
2016-10-20,69.419998,70.050003,68.769997,69.750000,61.146580,3850400
2016-10-21,69.410004,70.040001,68.800003,69.970001,61.339439,7027500
2016-10-24,70.260002,71.739998,70.230003,71.680000,62.838509,5888000
2016-10-25,71.570000,71.849998,71.080002,71.199997,62.417717,4614200
2016-10-26,71.000000,71.940002,70.769997,71.709999,62.864815,8151000
2016-10-27,71.400002,72.180000,70.410004,70.730003,62.005695,9627000
2016-10-28,70.959999,71.690002,70.519997,70.800003,62.067055,6360100
2016-10-31,71.309998,71.440002,70.800003,70.849998,62.110912,5411400
2016-11-01,71.129997,71.129997,68.919998,69.440002,60.874813,7375300
2016-11-02,69.570000,69.949997,68.720001,68.839996,60.348808,6516800
2016-11-03,68.699997,68.720001,67.529999,67.900002,59.960262,6723600
2016-11-04,66.879997,68.000000,66.800003,67.599998,59.695343,6056300
2016-11-07,68.830002,69.480003,68.290001,69.010002,60.940479,5751100
2016-11-08,69.010002,69.970001,68.949997,69.830002,61.664597,5409600
2016-11-09,67.800003,69.949997,67.599998,69.790001,61.629272,5697800
2016-11-10,70.000000,70.720001,68.129997,69.139999,61.055271,7190600
2016-11-11,69.019997,70.059998,69.000000,69.849998,61.682247,4974900
2016-11-14,70.139999,70.349998,69.639999,70.019997,61.832367,6493000
2016-11-15,70.199997,71.360001,70.050003,71.029999,62.724281,4736500
2016-11-16,71.010002,71.300003,70.559998,71.199997,62.874382,4880400
2016-11-17,71.169998,72.279999,70.629997,72.080002,63.651489,3773800
2016-11-18,71.839996,73.150002,71.750000,72.599998,64.110672,5484200
2016-11-21,72.750000,73.730003,72.699997,73.680000,65.064400,5447000
2016-11-22,74.089996,74.639999,74.029999,74.400002,65.700218,6824100
2016-11-23,74.379997,74.550003,73.919998,74.059998,65.399963,3995500
2016-11-25,73.870003,74.610001,73.730003,74.430000,65.726692,1978800
2016-11-28,74.290001,74.889999,74.040001,74.529999,65.815010,4512000
2016-11-29,74.660004,75.250000,74.230003,74.400002,65.700218,6347000
2016-11-30,74.669998,74.690002,73.930000,73.930000,65.285172,6768200
2016-12-01,73.879997,73.910004,69.959999,70.410004,62.176769,9631100
2016-12-02,69.989998,71.160004,69.919998,70.720001,62.450512,5946400
2016-12-05,71.339996,71.529999,70.379997,70.510002,62.265079,6405100
2016-12-06,71.110001,71.389999,70.610001,71.370003,63.024506,7039800
2016-12-07,71.500000,72.430000,71.120003,72.199997,63.757458,6045900
2016-12-08,72.320000,72.580002,71.879997,72.129997,63.695648,5473600
2016-12-09,72.349998,72.650002,71.559998,71.989998,63.572006,6101200
2016-12-12,71.889999,71.930000,71.190002,71.730003,63.342426,3340600
2016-12-13,71.949997,73.599998,71.769997,73.199997,64.640526,6950900
2016-12-14,73.550003,73.699997,72.400002,72.500000,64.022369,6474100
2016-12-15,72.730003,73.589996,72.449997,73.449997,64.861298,5079500
2016-12-16,73.360001,73.750000,72.680000,72.889999,64.366776,6478700
2016-12-19,73.110001,74.080002,72.959999,73.570000,64.967262,3818000
2016-12-20,73.930000,74.190002,73.599998,74.040001,65.382294,3182000
2016-12-21,74.220001,74.720001,74.139999,74.169998,65.497093,4272200
2016-12-22,74.250000,74.320000,73.750000,74.199997,65.523598,3470700
2016-12-23,74.110001,74.389999,74.000000,74.379997,65.682549,1690800
2016-12-27,74.419998,75.150002,74.160004,74.870003,66.115257,2037200
2016-12-28,74.959999,75.050003,73.980003,74.050003,65.391144,2683400
2016-12-29,73.839996,74.400002,73.800003,74.150002,65.479431,3292600
2016-12-30,74.430000,74.459999,72.769997,72.970001,64.437416,4311800
2017-01-03,73.529999,74.309998,73.050003,73.580002,64.976082,4847900
2017-01-04,73.650002,73.970001,73.250000,73.489998,64.896599,4507100
2017-01-05,73.290001,73.699997,72.889999,72.919998,64.393265,4301100
2017-01-06,72.879997,74.279999,72.470001,74.150002,65.479431,5244600
2017-01-09,74.510002,75.220001,74.169998,74.339996,65.647232,4782900
2017-01-10,74.620003,74.830002,74.059998,74.599998,65.876808,3712500
2017-01-11,74.639999,75.199997,74.459999,75.199997,66.406662,4361400
2017-01-12,75.000000,75.139999,74.089996,74.849998,66.097595,4408200
2017-01-13,74.830002,75.300003,74.730003,75.000000,66.230049,3372500
2017-01-17,74.669998,74.949997,74.290001,74.489998,65.779678,4413100
2017-01-18,74.730003,74.839996,74.250000,74.379997,65.682549,5531400
2017-01-19,74.220001,74.809998,73.870003,73.879997,65.240997,4468500
2017-01-20,74.160004,74.889999,74.160004,74.750000,66.009293,6661400
2017-01-23,74.800003,75.739998,74.639999,75.730003,66.874695,6895100
2017-01-24,76.190002,77.320000,75.910004,77.080002,68.066818,8561600
2017-01-25,77.720001,78.720001,77.190002,78.580002,69.391434,8112800
2017-01-26,78.019997,79.470001,78.010002,79.260002,69.991943,8991500
2017-01-27,79.059998,79.449997,77.739998,78.029999,69.343201,9737300
2017-01-30,77.519997,78.080002,77.349998,77.900002,69.227654,8355200
2017-01-31,77.400002,77.540001,75.250000,75.540001,67.130394,11129400
2017-02-01,76.059998,76.870003,75.860001,76.269997,67.779114,7815800
2017-02-02,75.610001,76.099998,75.339996,75.889999,67.441429,4434500
2017-02-03,76.290001,76.559998,76.029999,76.500000,67.983521,4547000
2017-02-06,76.379997,76.470001,75.849998,76.220001,67.734680,4633000
2017-02-07,76.370003,76.750000,76.040001,76.180000,67.699142,4500900
2017-02-08,76.489998,76.550003,75.919998,75.949997,67.494743,5864700
2017-02-09,76.300003,76.349998,75.269997,75.300003,66.917107,6950500
2017-02-10,75.620003,75.660004,74.519997,75.160004,66.792679,6289400
2017-02-13,75.529999,75.739998,75.389999,75.519997,67.112625,5466200
2017-02-14,75.459999,75.639999,75.300003,75.639999,67.219238,3999800
2017-02-15,75.650002,75.809998,74.930000,75.669998,67.245911,5731500
2017-02-16,75.800003,76.320000,75.519997,76.250000,67.761345,4882000
2017-02-17,76.110001,76.440002,75.660004,76.440002,67.930176,3955300
2017-02-21,76.790001,77.129997,76.589996,77.080002,68.498955,5104700
2017-02-22,77.199997,77.279999,76.800003,77.230003,68.632248,4056600
2017-02-23,77.230003,77.379997,76.690002,77.139999,68.552277,4921700
2017-02-24,76.940002,77.239998,76.400002,77.239998,68.641144,3516600
2017-02-27,77.309998,77.339996,76.760002,77.190002,68.596695,3055400
2017-02-28,77.059998,77.169998,76.459999,76.620003,68.090157,4770500
2017-03-01,77.129997,78.180000,76.680000,78.150002,69.449829,5332500
2017-03-02,78.360001,78.760002,77.940002,78.080002,69.387627,7605500
2017-03-03,78.199997,78.199997,77.459999,77.860001,69.192101,3994800
2017-03-06,77.690002,78.459999,77.400002,78.309998,69.592003,4066400
2017-03-07,78.349998,80.370003,78.209999,79.120003,70.311836,10556800
2017-03-08,79.440002,79.940002,79.160004,79.339996,70.507339,5386500
2017-03-09,79.489998,79.790001,78.800003,79.129997,70.320709,4255400
2017-03-10,79.720001,80.629997,79.300003,80.330002,71.387138,5118200
2017-03-13,80.320000,81.089996,80.180000,81.019997,72.000290,6082600
2017-03-14,80.949997,81.209999,80.620003,81.089996,72.062531,4271400
2017-03-15,81.419998,81.949997,80.959999,81.820000,72.711243,3668800
2017-03-16,81.989998,82.180000,81.379997,81.709999,72.613510,4195600
2017-03-17,82.239998,82.440002,81.440002,82.199997,73.048965,9231700
2017-03-20,81.989998,82.269997,81.540001,81.589996,72.506851,4383000
2017-03-21,81.930000,82.080002,79.669998,79.750000,70.871696,6221000
2017-03-22,80.089996,80.790001,79.580002,80.690002,71.707062,4307300
2017-03-23,80.690002,81.040001,80.230003,80.669998,71.689278,3335200
2017-03-24,81.919998,82.050003,80.430000,80.589996,71.618202,4100300
2017-03-27,79.949997,80.820000,79.709999,80.529999,71.564857,3260800
2017-03-28,80.300003,80.989998,80.220001,80.610001,71.635963,3577900
