Date,Open,High,Low,Close,Adj Close,Volume
2016-10-04,61.779999,62.200001,61.119999,61.320000,56.618767,1281700
2016-10-05,61.660000,62.599998,61.500000,62.119999,57.357437,1401900
2016-10-06,62.119999,62.599998,61.790001,62.580002,57.782173,1516900
2016-10-07,62.599998,62.599998,61.520000,62.060001,57.302036,1184700
2016-10-10,62.299999,62.560001,61.230000,61.310001,56.609539,1362400
2016-10-11,61.099998,61.400002,59.080002,59.689999,55.113731,2434300
2016-10-12,59.509998,59.590000,58.470001,59.000000,54.476635,2898400
2016-10-13,58.529999,58.529999,57.520000,58.410000,53.931862,2022700
2016-10-14,58.779999,59.740002,58.480000,59.000000,54.476635,2028800
2016-10-17,58.900002,59.410000,58.660000,58.700001,54.199642,1347400
2016-10-18,59.410000,59.630001,58.790001,58.860001,54.347374,1740500
2016-10-19,58.720001,60.270000,58.419998,60.009998,55.409206,3082600
2016-10-20,59.810001,60.080002,59.099998,59.709999,55.132198,1301200
2016-10-21,59.410000,59.660000,58.790001,59.500000,54.938305,1004100
2016-10-24,59.930000,60.700001,59.930000,60.639999,55.990906,1159300
2016-10-25,60.660000,61.180000,60.590000,60.910000,56.240196,1654500
2016-10-26,60.529999,60.759998,60.110001,60.549999,55.907803,1552000
2016-10-27,60.750000,61.419998,60.139999,60.360001,55.732372,1613100
2016-10-28,60.459999,61.020000,60.090000,60.299999,55.676975,1063000
2016-10-31,60.689999,61.209999,60.529999,60.549999,55.907803,2411000
2016-11-01,60.799999,60.889999,59.500000,60.180000,55.566181,1993600
2016-11-02,60.220001,60.680000,59.779999,59.860001,55.270699,2063100
2016-11-03,59.980000,60.180000,59.380001,59.630001,55.058342,1211700
2016-11-04,59.520000,60.520000,59.450001,60.220001,55.603096,2109200
2016-11-07,61.119999,62.330002,60.900002,62.230000,57.459000,3442600
2016-11-08,65.230003,65.610001,63.189999,63.959999,59.056366,5088300
2016-11-09,62.209999,64.720001,61.549999,64.309998,59.379532,3321200
2016-11-10,64.540001,65.419998,62.110001,62.439999,57.652897,5048500
2016-11-11,62.439999,63.209999,62.160000,63.150002,58.308475,2409700
2016-11-14,63.680000,63.810001,63.099998,63.529999,58.659340,2413800
2016-11-15,63.630001,65.260002,63.459999,65.190002,60.192074,2296200
2016-11-16,64.769997,65.730003,64.500000,65.650002,60.616802,1831700
2016-11-17,65.309998,65.900002,64.830002,65.449997,60.766277,1578700
2016-11-18,65.160004,65.449997,64.260002,64.570000,59.949253,3068400
2016-11-21,64.900002,65.610001,64.620003,65.199997,60.534161,2913200
2016-11-22,65.180000,65.660004,64.839996,65.570000,60.877682,2328900
2016-11-23,65.500000,66.120003,65.279999,66.110001,61.379036,1712300
2016-11-25,65.959999,66.250000,65.839996,66.080002,61.351204,625900
2016-11-28,65.980003,66.809998,65.639999,65.900002,61.184090,2033600
2016-11-29,65.760002,66.330002,65.489998,66.029999,61.304779,1942500
2016-11-30,66.010002,66.760002,65.540001,66.180000,61.444035,3249800
2016-12-01,66.330002,66.389999,60.770000,61.230000,56.848263,8812400
2016-12-02,61.189999,62.700001,60.849998,62.049999,57.609592,2732400
2016-12-05,62.730000,63.709999,62.389999,63.230000,58.705143,2936800
2016-12-06,63.220001,63.700001,62.980000,63.490002,58.946545,2150200
2016-12-07,63.520000,64.589996,63.040001,64.500000,59.884266,1628600
2016-12-08,64.559998,65.269997,64.190002,65.190002,60.524883,1821700
2016-12-09,65.320000,65.360001,64.139999,64.529999,59.912109,1455700
2016-12-12,64.370003,64.580002,62.950001,63.610001,59.057957,1670500
2016-12-13,64.180000,65.400002,64.010002,65.099998,60.441322,1325600
2016-12-14,64.959999,65.599998,64.900002,65.050003,60.394909,1600800
2016-12-15,65.320000,66.290001,64.900002,65.830002,61.119091,3158900
2016-12-16,66.190002,66.239998,64.419998,64.529999,59.912109,2881300
2016-12-19,64.570000,65.489998,64.480003,65.010002,60.357769,1006700
2016-12-20,65.360001,65.779999,65.010002,65.300003,60.627022,1108300
2016-12-21,65.459999,65.709999,64.760002,65.169998,60.506313,1043000
2016-12-22,65.529999,65.529999,64.830002,65.379997,60.701298,1190800
2016-12-23,65.110001,65.419998,64.879997,65.400002,60.719860,520300
2016-12-27,65.360001,66.059998,65.309998,65.400002,60.719860,898100
2016-12-28,65.510002,65.660004,64.660004,64.669998,60.042103,843700
2016-12-29,64.650002,65.000000,64.410004,64.760002,60.125648,1242000
2016-12-30,65.050003,65.050003,63.810001,64.150002,59.559311,1006400
2017-01-03,64.510002,64.980003,63.169998,63.849998,59.280777,2553700
2017-01-04,64.070000,64.129997,63.450001,63.820000,59.252930,2230300
2017-01-05,63.540001,63.830002,62.209999,62.590000,58.110943,2712400
2017-01-06,62.750000,63.930000,62.520000,63.680000,59.122944,1368600
2017-01-09,63.610001,64.820000,63.610001,64.419998,59.809990,1953700
2017-01-10,64.419998,64.980003,64.120003,64.849998,60.209213,1158300
2017-01-11,64.690002,66.510002,64.500000,66.480003,61.722588,3248300
2017-01-12,66.360001,66.629997,65.470001,66.480003,61.722588,2440900
2017-01-13,66.620003,66.699997,66.230003,66.339996,61.592571,1381800
2017-01-17,66.019997,66.129997,64.680000,64.949997,60.302067,1485900
2017-01-18,65.209999,66.650002,65.029999,66.500000,61.741146,3159700
2017-01-19,66.300003,67.190002,65.599998,65.690002,60.989105,1595300
2017-01-20,65.959999,66.970001,65.849998,66.930000,62.140373,1952100
2017-01-23,66.720001,67.199997,66.370003,67.029999,62.233204,1758200
2017-01-24,67.339996,67.959999,67.059998,67.900002,63.040962,1752400
2017-01-25,68.400002,69.019997,68.250000,68.820000,63.895115,2127900
2017-01-26,68.940002,68.940002,67.580002,67.629997,62.790276,2653900
2017-01-27,67.949997,68.779999,67.830002,68.760002,63.839424,1420400
2017-01-30,68.650002,69.089996,67.769997,69.059998,64.117935,1652100
2017-01-31,68.830002,68.860001,66.849998,67.349998,62.530319,2398700
2017-02-01,67.709999,68.519997,67.370003,68.410004,63.514473,1938000
2017-02-02,67.830002,68.830002,67.440002,68.779999,63.857971,1760500
2017-02-03,69.220001,69.730003,68.489998,69.430000,64.461464,1849500
2017-02-06,69.150002,69.430000,68.830002,69.169998,64.220055,2244100
2017-02-07,69.279999,69.650002,69.029999,69.620003,64.637871,2322200
2017-02-08,76.500000,76.500000,73.019997,73.800003,68.518738,11809400
2017-02-09,72.099998,73.500000,70.620003,70.930000,65.854118,30441100
2017-02-10,70.540001,71.019997,69.760002,70.900002,65.826256,17639800
2017-02-13,71.040001,71.529999,70.410004,70.660004,65.603455,7495900
2017-02-14,70.629997,71.320000,70.180000,70.779999,65.714844,5396900
2017-02-15,70.959999,72.059998,70.720001,71.900002,66.754723,5638400
2017-02-16,71.550003,71.750000,70.970001,71.709999,66.914276,3261500
2017-02-17,71.540001,71.699997,71.059998,71.680000,66.886276,2294900
2017-02-21,71.889999,72.529999,71.750000,72.480003,67.632790,3901000
2017-02-22,72.510002,73.129997,72.239998,73.040001,68.155327,4322900
2017-02-23,73.040001,73.099998,72.339996,72.709999,67.847404,4276200
